"","Date","Dilution.percent","n","SS","Velocity","velocity.slope","Velocity.intercept","SV30.intercept","SV30.slope","SV30","DSVI","Concentration","NewVelocity","Vesilindprediction12.12","Vesilindprediction09.01","Vesilindprediction14.02","Manual DSVI","Manual SVI"
"25",2023-01-18,100,1,3.1,0.020295445858041,-0.020295445858041,295.041459526443,994.724641328112,-0.060232591298263,886.305976991238,285.905153868141,3.1,0.0730636050889476,NA,0.0141044254985554,NA,185,300
"26",2023-01-23,100,1,3.412,0.0177763396189,-0.0177763396189,298.00463085502,986.386200740821,-0.047781818549451,900.378927351809,263.88596932937,3.412,0.06399482262804,NA,0.0061022486458176,NA,143,267
"27",2023-01-23,40,2.5,3.412,1.32337520672789,-1.32337520672789,360.932193250994,306.996891843097,-0.062562707187203,194.384018906131,142.426743043765,1.3648,4.7641507442204,NA,1.4893863953187,NA,143,267
"28",2023-01-31,100,1,4.456,0.01231504617056,-0.01231504617056,305.689186311787,946.358291322651,3.80395841825465e-16,946.358291322652,212.378431625371,4.456,0.044334166214016,NA,NA,0.0402399373090407,140,213
"29",2023-01-31,40,2.5,4.456,0.943864229765015,-0.943864229765015,384.259791122716,434.650042181236,-0.087515404223482,277.122314578968,155.477061590534,1.7824,3.39791122715405,NA,NA,1.94266813869149,140,213
"30",2023-02-07,100,1,3.308,0.030597807318633,-0.030597807318633,296.188379270269,1002.50292439004,-0.099959881142299,822.575138333907,248.662375554385,3.308,0.110152106347079,NA,NA,0.212631797328435,136,272
"31",2023-02-07,40,2.5,3.308,1.62090680100756,-1.62090680100756,395.804785894207,283.459297642751,-0.062228824683826,171.447413211864,129.570294144395,1.3232,5.83526448362722,NA,NA,3.78082854640981,136,272
"32",2023-02-14,40,2.5,5.372,0.324502710132525,-0.324502710132525,357.103361083016,704.105355789264,-0.170724431254399,396.801379531345,184.661848255466,2.1488,1.16820975647709,NA,NA,1.14196422763315,137.285927029039,182.427401340283
"33",2023-02-21,40,2.5,5.572,0.538848734040251,-0.538848734040251,336.468050205583,527.67606779311,-0.117107207653303,316.883094017165,142.176549720551,2.2288,1.9398554425449,NA,NA,1.01688361893924,145.369705671213,175.879396984925
"34",2023-02-28,40,2.5,5.476,0.630967020681945,-0.630967020681945,349.502627166014,441.355933438871,-0.0886450456206591,281.794851321684,128.649950384261,2.1904,2.271481274455,NA,NA,1.07511333982239,139.700511322133,178.962746530314
